ID	GSM1329321	GSM1329322	GSM1329323	GSM1329324	GSM1329325	GSM1329326	GSM1329327	GSM1329328	GSM1329329	GSM1329330	GSM1329331	GSM1329332	GSM1329333	GSM1329334	GSM1329335	GSM1329336	GSM1329337	GSM1329338	GSM1329339	GSM1329340	GSM1329341	GSM1329342	GSM1329343	GSM1329344	GSM1329345	GSM1329346	GSM1329347	GSM1329348	GSM1329349	GSM1329350	GSM1329351	GSM1329352	GSM1329353	GSM1329354	GSM1329355	GSM1329356	GSM1329357	GSM1329358	GSM1329359	GSM1329360	GSM1329361	GSM1329362	GSM1329363	GSM1329364	GSM1329365	GSM1329366	GSM1329367	GSM1329368	GSM1329369	GSM1329370	GSM1329371	GSM1329372	GSM1329373	GSM1329374	GSM1329375	GSM1329376	GSM1329377	GSM1329378	GSM1329379	GSM1329380	GSM1329381	GSM1329382	GSM1329383	GSM1329384	GSM1329385	GSM1329386	GSM1329387	GSM1329388	GSM1329389	GSM1329390	GSM1329391	GSM1329392	GSM1329393	GSM1329394	GSM1329395	GSM1329396	GSM1329397	GSM1329398	GSM1329399	GSM1329400	GSM1329401	GSM1329402	GSM1329403	GSM1329404	GSM1329405	GSM1329406	GSM1329407	GSM1329408	GSM1329409	GSM1329410	GSM1329411	GSM1329412	GSM1329413	GSM1329414	GSM1329415	GSM1329416	GSM1329417	GSM1329418	GSM1329419	GSM1329420	GSM1329421	GSM1329422	GSM1329423	GSM1329424	GSM1329425	GSM1329426	GSM1329427	GSM1329428	GSM1329429	GSM1329430	GSM1329431	GSM1329432	GSM1329433	GSM1329434	GSM1329435	GSM1329436	GSM1329437	GSM1329438	GSM1329439	GSM1329440	GSM1329441	GSM1329442	GSM1329443	GSM1329444	GSM1329445	GSM1329446	GSM1329447	GSM1329448	GSM1329449	GSM1329450	GSM1329451	GSM1329452	GSM1329453	GSM1329454	GSM1329455	GSM1329456	GSM1329457	GSM1329458	GSM1329459	GSM1329460
RIMS3	4.411829	4.447062	4.940595	4.78424	4.743837	5.024803	4.917491	5.197546	4.625165	4.787395	4.411809	4.298656	4.748173	4.769732	4.564448	4.827381	4.745374	4.451009	4.421395	5.025583	5.057517	5.156678	5.092156	4.730643	4.501958	5.094984	4.808593	4.354957	4.447115	5.004073	5.065703	4.918693	4.837888	5.370255	4.649303	4.896473	4.692111	4.534344	4.661579	4.713028	4.834884	4.709162	4.665498	4.689673	4.791802	4.887416	4.503931	4.601703	4.579177	4.62852	4.636168	4.435576	4.844174	4.619959	4.68528	4.509638	4.583035	4.614772	4.724333	4.636041	4.936019	4.765554	4.731543	4.797666	4.506507	4.640414	4.705404	4.685431	4.437208	4.849759	4.417747	4.435235	4.612266	4.582554	4.498546	4.870677	4.57233	4.705361	4.89856	4.640299	4.723163	4.62698	4.473652	4.868467	4.660082	4.735206	4.836134	4.905438	5.084118	4.567235	4.765216	4.357883	4.794846	4.647054	4.790171	4.761349	4.361455	4.343681	4.38869	4.323747	4.336442	4.388119	4.246313	4.877423	4.714885	4.44841	4.558759	4.364892	4.543677	4.247647	4.586584	4.141369	4.64659	4.843807	4.905629	4.663207	4.410392	4.644613	4.612535	4.670834	5.077672	4.581129	4.58493	4.824399	4.729367	4.683748	5.287543	4.848006	4.60668	4.614487	4.58177	4.639226	4.768273	4.713651	4.840221	4.737836	4.613038	4.711668	4.643174	4.80013
PCDHGA3	4.31453	4.191852	4.940595	4.874156	5.271915	4.602489	5.455793	4.806277	4.692111	4.697222	5.294316	4.687747	4.590028	4.802782	4.847556	5.063398	4.926323	4.852711	5.151217	5.413616	5.772749	5.1396	5.351262	4.762298	5.562526	5.313369	5.082513	4.785676	4.790633	4.860281	5.010876	4.793116	4.635179	4.894351	5.228425	4.935909	4.809669	4.529874	5.164958	4.918396	4.735919	5.274804	4.901285	4.02804	5.074975	5.019856	5.197636	5.177194	5.093168	4.733826	5.188948	5.195302	5.223611	4.754968	4.642496	5.043017	4.881609	4.919446	5.058511	5.190218	5.127814	4.950424	5.058881	5.328381	5.124569	4.80487	5.066976	4.560093	5.074975	4.747967	4.792154	4.859879	4.94031	4.582855	4.698694	4.89971	4.989445	4.842359	5.041365	4.885341	5.115637	4.789021	5.118246	4.819457	4.836722	4.589427	5.142414	4.906417	5.061344	5.172815	4.579803	4.979403	4.818803	5.169569	5.028008	5.210886	4.768136	4.754176	5.458843	5.046937	4.736507	5.088665	5.370096	5.147283	5.27339	5.104545	4.674981	4.770893	4.948176	4.630583	4.912413	4.330835	4.491284	5.075119	4.89993	4.813153	4.996966	4.734236	5.099449	5.256828	4.633027	4.625689	4.848083	5.166477	4.974438	4.708185	4.752832	5.436843	4.604843	4.613493	4.451206	4.675894	4.944985	4.759767	5.117329	4.730535	4.848454	4.739602	4.896094	5.119483
UBBP2 /// UBBP2	4.27093	4.3416	4.940595	4.771948	5.02333	5.251796	5.300331	5.998075	5.014569	5.913781	5.181866	5.364341	5.226925	4.826203	4.8256	4.345408	5.133269	4.86582	5.180714	5.107422	5.43299	5.594162	5.274258	6.203073	5.053362	5.578983	6.241776	5.516644	5.291525	5.166012	5.692952	5.886775	5.685257	6.27878	5.369089	5.531173	5.899173	5.591018	5.345191	4.892757	5.04849	4.958215	4.851485	5.522171	5.26583	5.256991	5.6401	6.137484	5.980371	5.110682	5.790259	6.125842	6.00418	6.48474	6.230126	5.862382	5.599897	5.259771	5.818253	5.641618	5.955163	5.4397	5.51972	5.420052	5.280239	5.201733	5.292808	5.027797	5.952237	5.784521	5.815877	5.755968	5.5196	5.430473	5.812362	5.83212	5.784873	5.573611	5.982477	5.549131	5.396267	5.482025	5.555144	5.371786	5.570351	4.806078	5.174159	4.726817	4.997498	4.698009	4.991263	5.433836	4.987563	5.132309	5.589118	4.935298	5.208114	5.766821	5.474954	5.252124	5.582458	5.760109	5.485176	6.007528	5.247537	5.507627	5.757281	5.473662	5.14414	4.857004	5.630798	5.42284	5.432056	5.269557	5.088889	5.134089	5.223905	4.942523	5.222796	5.622456	5.728849	6.358183	5.676876	5.7476	5.869163	5.321432	5.818364	5.581141	5.376089	5.398306	5.594041	5.878205	5.603731	5.389672	5.870143	5.359602	6.1555	5.194448	5.863131	5.637876
MIP	5.243906	5.049783	4.940595	5.256195	5.19997	5.087859	5.128741	5.220333	5.077957	4.995308	5.122797	5.202731	5.383441	5.404136	5.038397	5.984132	5.287833	5.410144	5.363189	5.336011	5.36942	5.070896	5.201989	5.113199	5.348738	5.420055	5.228453	5.127831	5.201928	5.317266	5.305696	5.474677	5.328756	5.113368	5.289496	5.317265	5.047026	5.254212	5.200824	5.381167	5.195823	5.685	5.681452	5.436329	5.377271	5.275865	5.224085	5.3942	5.09677	5.04738	5.164951	5.270293	5.201989	5.481124	5.083127	5.355816	4.947667	5.035135	5.228357	5.087744	5.500782	5.265681	5.18501	5.384165	5.176764	5.366803	5.476655	5.529281	5.284336	5.266474	5.229614	5.020629	5.174785	5.115386	5.040286	5.362428	5.189101	5.372825	5.264894	5.44635	5.224598	5.135015	5.364198	5.278841	5.168528	5.379815	5.279458	5.479026	5.604156	5.408487	5.382355	5.618751	5.235416	5.231442	5.490057	4.973342	5.069233	4.945905	5.022259	5.020453	5.257346	5.50221	5.385703	5.380358	4.998904	5.305868	5.204484	5.163434	5.306473	5.297762	5.545041	5.245288	5.530931	5.677355	5.189316	5.235577	5.449782	5.202916	5.364436	5.754619	5.122936	5.389539	5.237787	5.173245	5.030515	5.096741	5.178724	5.023055	5.066912	4.968134	5.213048	5.308619	5.450159	4.893808	5.254813	5.249	5.411833	5.415243	5.314457	5.27361
LOC285847	5.366004	5.122697	4.940947	5.842102	5.989005	5.469572	5.651748	5.522167	5.098005	5.449545	5.167139	5.249924	5.400993	5.896969	5.81972	6.081356	5.976367	5.857406	5.482508	5.919471	5.92169	5.577972	5.423635	5.42311	5.749577	5.171339	5.564274	5.475457	5.568218	5.421387	5.832084	5.675819	5.317015	5.654655	5.284609	5.829219	5.741487	5.123665	5.010259	5.779928	5.60938	5.658229	5.578156	5.788594	5.966745	5.9106	5.703188	5.596372	5.370758	5.233463	5.849202	5.615938	6.023161	5.498379	5.551667	5.388924	5.772224	5.596065	5.926808	5.628978	5.559704	5.632342	5.36924	5.456458	5.612197	5.534976	5.568101	5.419581	5.391052	5.467179	5.612511	5.343565	5.146093	5.643228	5.317594	5.930344	5.821673	5.828095	6.270961	5.389396	5.579977	5.645112	5.474369	5.859709	5.640809	5.561424	5.691663	6.086217	5.841045	6.080052	5.969992	5.734069	5.632996	5.812566	5.940099	5.760696	5.554082	5.461051	5.891356	5.727909	5.753586	5.448651	5.692186	5.555294	5.28981	5.466183	5.431033	5.50183	5.807508	5.670098	5.758583	5.531929	5.706736	5.431954	5.256776	5.619465	5.52636	5.559772	5.740808	5.392119	5.212435	5.348766	5.628735	5.628735	5.16607	5.872709	5.247561	5.379278	5.212517	5.478364	5.71734	5.441845	5.437516	5.592862	5.697121	5.733478	5.660525	6.205315	5.872715	5.568808
CRYBB2P1	5.600977	4.603342	4.943369	5.048201	3.666107	3.863888	3.993099	3.602638	3.717108	3.836837	3.657894	4.751673	3.93731	4.056442	4.235935	4.478552	3.865102	4.199893	3.902779	4.151203	3.692279	3.81044	4.298762	3.91121	3.959641	3.79575	3.610623	3.619045	3.690328	3.754636	3.634516	4.02618	4.051504	4.071676	3.492625	4.001263	3.822967	4.012249	4.428703	4.356957	4.008277	3.665743	3.972599	3.993355	3.682479	3.756316	3.788922	3.826956	3.959508	3.795602	3.579015	3.771129	3.462742	3.76631	3.934616	3.856611	3.516565	3.762949	3.631912	3.84777	3.780946	3.632826	3.714216	3.382825	3.942278	4.320859	4.095325	3.914106	3.749974	3.673245	3.706607	3.776855	4.11375	3.77581	3.880007	3.773123	3.700249	3.673761	3.860642	3.512353	3.341455	3.694772	3.894904	3.870561	3.537393	3.768057	3.537135	4.091723	3.676162	3.416357	3.44769	3.603288	3.829569	3.501859	3.822361	3.595325	3.944914	3.801234	3.488801	3.35777	3.495563	3.709336	3.414468	3.527694	3.668075	3.674579	3.67282	3.482659	3.718329	3.638315	3.456783	3.699292	3.712703	3.464514	3.559518	3.397314	3.559312	3.834944	3.625335	3.765851	3.636111	3.60027	4.354362	3.67726	3.816182	3.864268	3.743964	3.901638	4.650916	4.154788	3.793637	3.159624	3.404277	3.65638	3.748571	3.751861	3.574158	3.685584	3.320133	4.09137
OR7E111P /// OR7E111P	5.205415	4.749331	4.945138	5.553178	5.122118	4.899953	4.851844	4.978273	4.811795	4.845954	4.638229	4.849911	5.244592	5.478055	5.247531	5.939869	5.438473	5.057963	5.76617	5.576702	5.574847	4.701208	4.806713	4.718753	4.76084	5.032538	5.436457	5.314806	5.165843	5.143449	4.895088	4.795564	4.886073	4.898379	4.969695	4.88225	4.927305	5.024147	4.916003	5.283842	5.102235	5.300531	5.368624	5.110322	5.494099	4.86904	5.197546	4.912584	4.681774	4.466793	4.946141	4.711621	5.018939	4.908239	4.982519	4.925436	4.691691	4.659876	4.913297	4.910305	5.149419	4.930439	5.087643	5.652708	5.410676	5.056893	5.574388	5.235878	5.084476	4.654562	4.762565	4.009558	4.9159	4.770323	4.877985	5.084723	5.143071	4.923566	4.933017	5.176223	4.966513	5.014933	5.497131	5.237023	5.079932	5.651337	5.08568	5.576245	5.933134	5.331632	4.986402	5.252457	5.066703	5.122778	5.007578	4.970471	4.663058	4.877192	4.821691	4.907846	5.121903	4.82294	5.200171	4.825589	4.870314	5.06451	4.847438	4.809262	5.023504	4.747281	5.462457	4.857565	5.204004	4.991225	4.873679	4.975663	4.868999	5.134075	5.399171	5.118447	4.77622	4.561268	4.690251	4.903749	4.74725	4.954281	4.73751	5.060884	5.185617	4.683926	4.70963	4.827426	4.741679	4.649404	4.881992	4.899779	4.741462	5.363442	4.652056	4.961186
SCAF1	5.21309	5.12304	4.945666	4.920658	5.526677	4.911169	4.92947	5.383573	5.119042	5.006803	5.244164	4.906236	5.359609	5.819092	5.741408	5.15698	4.548961	5.224733	5.67297	5.378938	4.91459	5.029135	5.125761	4.882565	5.216605	5.299038	5.483873	4.948628	5.27366	5.08065	5.210025	5.058688	5.174868	4.850555	5.351946	5.046961	5.089166	5.182132	5.321648	4.738562	5.109572	5.134786	5.183738	5.01614	4.915843	4.996594	4.871865	5.161252	5.013391	4.988355	5.014942	5.124448	5.066834	5.166057	4.810215	5.032495	5.208744	5.277507	4.993836	5.02526	5.330892	5.325191	5.707922	5.388706	5.46518	5.390618	5.446487	5.338959	5.017429	5.037473	4.947536	4.696577	4.938099	4.927052	4.93404	5.026174	5.189576	5.220357	5.26877	5.011967	5.301744	5.116994	4.86917	5.132425	5.128915	5.049969	5.026513	5.454877	5.214353	5.494814	5.185178	5.250266	5.133898	4.990926	5.284941	4.702271	4.857025	4.653591	5.409808	5.312528	5.447826	5.079358	5.573324	4.944082	5.369822	5.511844	5.140569	5.047735	5.272465	5.521912	5.114421	4.963479	5.115768	4.931305	5.432553	5.341131	5.406765	5.576588	5.129001	5.060635	4.997592	4.806948	4.883648	5.047745	4.867665	5.005082	4.763901	4.983065	4.660183	4.576967	5.016785	5.203962	4.958457	4.929025	5.103868	5.07432	5.042471	5.204199	4.980898	5.051679
PPFIA4	5.449818	4.689451	4.946256	3.990848	4.057906	3.864116	3.696174	4.691859	5.257763	3.68916	3.811056	6.356256	3.792897	3.895133	4.381941	4.550558	4.13264	3.917156	4.049349	4.144902	4.034184	3.908486	4.236323	3.727632	3.483451	4.843418	4.169111	6.011588	4.324934	5.059035	3.897661	3.641721	3.937103	3.854165	3.726523	5.032634	3.900197	4.033631	3.829624	4.050724	4.050097	4.267047	3.93295	4.15888	3.796224	3.953148	4.039849	3.962405	3.853664	4.474575	3.944867	4.101146	3.880871	3.94019	3.83506	3.989789	3.839762	4.113414	3.7248	3.937177	3.710067	3.912203	3.957011	4.105268	3.790476	3.763678	4.175004	3.94994	3.5871	3.859258	4.006989	4.153331	4.031526	3.726005	4.003166	3.821307	3.834029	3.722291	4.095726	3.91326	3.939323	4.043	4.363533	3.905144	4.058936	3.823653	3.808624	4.147658	4.393922	3.974707	4.072277	3.885498	3.856611	3.779633	3.788301	3.678339	4.095893	3.805843	3.632527	3.965746	4.102042	3.693129	4.073228	3.825907	3.961881	3.748195	3.735381	3.924141	3.531043	3.643528	3.872308	3.741808	3.960151	4.095851	3.916376	3.719355	3.795612	4.035751	3.886162	3.946245	4.787039	5.129316	3.943178	3.934651	3.782039	4.435472	3.995901	4.156434	8.424455	3.692443	4.104806	3.657416	3.858925	4.082746	3.844086	4.050965	3.953607	4.011346	4.030599	4.251035
ABO	5.053267	5.628935	4.946328	5.009898	5.730258	4.755621	5.519003	4.239365	4.59053	4.268044	4.96493	5.821719	3.891062	5.642322	5.95295	5.506198	5.509537	5.102635	5.827873	5.461432	5.148591	5.316421	5.467294	5.141539	5.185646	4.199981	4.614725	4.441007	4.312226	4.004096	4.556469	4.187947	4.332577	4.668596	4.286911	4.347322	4.416507	4.486655	3.920991	5.536899	5.517489	5.969033	5.283789	5.593788	5.681416	4.721771	5.433879	4.333235	4.718473	4.609313	4.19186	4.335648	4.130517	4.745255	4.637916	4.803891	4.468693	4.219338	4.573991	4.282242	4.696955	4.173986	4.560819	4.131033	5.914402	5.90934	5.767221	5.810348	4.363696	4.71852	4.418945	3.900181	4.56661	4.254447	4.490627	4.408612	4.441275	4.258601	4.60251	3.993883	4.154365	4.361817	4.399276	4.638692	5.184084	5.635993	5.339318	5.835083	5.471097	5.822634	5.829124	4.87181	5.717435	5.281543	5.25542	5.385443	5.379641	4.363532	4.962303	5.159188	4.319363	4.317445	3.967843	4.333966	4.651338	4.428262	4.418101	4.438225	5.778882	5.71028	5.591464	5.771616	5.397792	6.195414	5.188955	4.5383	4.676878	4.548802	4.12459	4.476067	4.346072	3.869651	3.994811	4.409379	3.891579	4.546515	3.958731	4.252059	4.091519	4.401705	4.377109	4.477973	4.43478	4.127499	4.6899	4.644473	4.619141	4.513077	4.694978	4.637016
CREBZF	5.036358	4.948001	4.948218	5.714607	5.510637	5.268001	5.451439	5.472623	5.5627	5.535806	5.925321	5.056571	5.500997	5.354486	5.419102	5.49561	5.047795	5.470904	5.082328	5.107342	5.039999	5.483871	5.133916	5.188576	5.186536	5.598278	5.533494	5.235375	5.303638	5.428035	5.391038	5.445297	5.529129	5.601109	6.033131	5.495097	5.371726	5.716889	5.573878	5.621035	5.709094	4.913539	5.042818	4.974851	5.400065	5.152661	4.672236	5.406631	5.462142	5.777078	5.384664	5.679919	5.622381	5.58797	5.448275	5.954407	5.964394	5.646935	5.610284	5.594036	6.08812	5.603598	5.634282	5.569658	5.185326	5.389925	5.598478	5.290875	5.705441	5.464085	5.465303	5.362783	5.626091	5.46201	5.697805	5.488807	5.560279	5.549952	5.688723	5.63857	5.834749	5.536689	5.725932	5.381107	5.379673	5.515493	5.416121	4.826098	5.432714	5.584658	4.982184	5.461807	5.350144	5.304013	5.542624	5.762711	5.334935	5.515862	5.601732	5.219158	5.767765	5.609213	5.683354	5.61182	5.676795	5.85188	5.872263	5.509813	5.252055	5.4621	5.405867	5.45066	5.503408	5.263447	5.393363	5.074132	5.567018	5.924206	5.453116	5.815548	5.489421	5.255992	5.656352	5.686474	5.369852	5.540685	5.838424	5.359306	5.441205	5.411132	5.489565	5.185616	5.708453	5.395806	5.411495	5.463686	5.497175	5.430923	5.772705	5.592002
RPH3AL	5.199278	5.300336	4.948471	5.255217	5.756864	4.98585	5.131487	5.285181	5.011339	5.273266	5.527811	5.142029	5.164369	5.685666	5.507274	5.459996	5.824845	5.312863	5.033456	5.632552	5.214962	5.216944	5.297408	5.195642	5.162601	5.316697	5.285763	4.998156	5.272207	5.315696	5.335784	5.608385	5.600541	5.279424	5.563602	5.164118	4.971006	4.884582	5.19887	5.384938	5.409884	5.264859	5.044848	5.046746	5.559427	5.453768	5.330412	5.274045	5.474327	5.52096	5.547711	5.475999	5.350958	5.270422	5.131941	5.918498	5.286402	5.120376	5.356999	5.183694	5.551296	5.379101	5.352383	5.62419	5.531281	5.414062	5.324868	4.699623	5.366226	5.069839	5.223552	5.298477	5.502228	5.134743	5.188994	5.276349	5.450104	5.249828	5.339325	5.283861	5.311842	5.32291	5.588871	5.155351	5.330101	5.937438	5.409264	5.670371	5.574064	5.591611	5.2449	5.499536	5.97816	5.686722	5.466625	5.207451	5.314894	5.509366	5.183051	5.139277	5.252756	5.378549	5.538149	5.375638	5.552113	4.914002	5.681517	5.293357	5.172819	5.10254	5.241455	4.988039	5.175094	5.475941	5.389478	5.311319	5.235097	5.49261	5.64227	5.685014	5.181622	4.999715	5.614683	5.482546	5.483557	5.399434	5.489471	5.340232	5.009103	5.085543	5.611804	5.57783	5.78772	5.533982	5.409261	5.833444	5.419038	5.325345	5.543756	5.441776
MAEL	4.296093	4.383783	4.948514	4.173091	4.513294	4.353241	4.288411	4.442763	7.28389	4.382972	5.482968	4.785956	4.430502	4.03514	4.361786	4.224257	4.103584	4.13212	3.853858	3.899957	4.085056	3.939402	3.85558	4.408306	4.006058	4.029492	4.409334	4.715806	4.711285	6.663592	4.22939	4.173263	4.194776	4.105679	5.183837	4.804747	7.467282	4.883551	4.426178	4.321782	5.038159	4.314151	4.141805	4.2798	4.298852	4.019671	4.1723	4.531017	4.643503	4.098077	4.284556	4.076603	4.295028	4.208703	4.270309	4.297041	4.170694	4.367759	4.224257	4.125722	4.155948	4.375184	4.733994	4.1077	4.323412	4.363194	4.321428	4.113758	4.397578	4.387983	4.257532	4.027978	4.339077	4.197172	4.42607	4.124124	4.146712	4.143835	4.369831	4.057365	4.27	4.228054	4.225718	4.113688	4.830906	4.425273	4.034734	4.439267	4.502958	3.918351	4.184038	4.25661	4.356644	4.283288	4.120765	4.395523	4.249262	4.268765	4.105679	4.169055	3.987378	4.258786	4.254209	4.588284	4.252799	4.572551	4.382913	4.267079	4.056166	4.152312	4.09118	4.174518	4.196579	4.030703	4.07266	4.074418	4.350714	4.242276	4.477275	4.55815	4.192667	7.96362	4.337291	5.255363	4.494365	4.335741	4.508275	4.467819	4.43008	4.454352	4.251149	4.306776	4.272368	4.151386	4.409973	4.502084	4.407172	4.405246	5.020077	4.405584
TMEM194B	5.092567	4.816609	4.948822	4.639198	5.096848	4.524203	4.722547	4.425446	4.57504	4.744379	5.407803	4.980546	5.097782	4.955022	4.835791	4.737284	4.487437	5.264479	5.038838	4.711801	4.766864	4.36727	4.798597	4.403698	4.840839	4.662721	4.852847	5.16608	4.791134	4.938258	4.724822	4.99756	4.779581	4.966304	5.334041	4.882497	4.588971	5.283799	5.354139	5.227774	5.898587	5.296134	5.631148	4.894668	5.111896	5.029415	4.838884	5.265781	5.219707	5.044324	4.629303	4.90129	4.834182	4.707057	4.619935	4.944578	5.20981	5.118222	4.517082	4.739322	5.212404	4.774991	5.134809	4.840449	5.741248	5.315899	4.933753	5.495707	5.122575	4.979216	4.73409	4.723573	4.857388	4.816589	5.111155	4.699423	4.430117	4.55232	4.890555	4.941987	4.969785	5.181513	4.966661	4.650861	4.767963	4.973334	5.020946	5.111254	5.300457	4.978004	5.325425	5.015708	5.509092	5.107322	4.883188	4.925501	4.95719	4.896583	4.953725	4.459751	4.553771	5.059051	4.885015	4.724174	5.131438	5.178034	5.037979	4.897125	4.984908	4.880603	4.775342	4.926699	4.578189	4.976007	5.05849	4.973275	5.25862	5.449818	5.044729	5.02564	4.507305	4.602094	4.548653	4.934973	4.849581	4.760016	4.614695	4.454758	4.418814	4.806828	5.043844	5.085928	4.59053	4.832885	5.038526	4.918286	5.094805	4.887479	4.833226	5.062772
MIR4435-1HG	4.956084	5.458806	4.949257	5.160199	5.3841	5.122447	4.747665	4.794518	4.710368	5.061114	4.379517	5.04582	4.836777	5.243013	5.032098	5.319279	4.464483	5.099832	5.084503	5.164112	4.502563	4.497056	4.876215	4.961719	4.774067	4.941927	4.85165	4.549376	4.813547	4.480235	4.661573	4.994133	4.746239	4.505085	4.578134	4.714207	4.684559	5.317694	4.633806	4.649659	4.564297	4.845959	4.96565	4.39799	4.323268	4.433396	4.411992	4.505011	4.405408	4.504445	4.579362	4.502434	4.199711	4.248695	4.48456	4.621325	4.789219	4.605029	4.744489	4.602174	4.458295	4.375498	4.341269	4.488554	4.944611	4.148526	4.386789	4.817441	4.510403	4.346404	4.514985	4.255156	4.654132	4.418499	4.36533	4.514935	4.430321	4.300344	4.43353	4.545771	4.488999	4.30623	4.55678	4.445866	4.633246	4.443564	5.113229	4.426747	4.756918	4.659808	4.780612	4.372595	4.650231	4.709537	4.316419	4.416079	4.343794	4.395293	4.50793	4.484087	4.394079	4.517183	4.370013	4.564629	4.794518	4.812879	4.633111	4.738647	4.304187	4.413535	4.452702	4.415037	4.291291	4.559034	4.588262	4.57187	4.431447	4.391979	4.29719	4.184673	5.023457	4.249549	4.529138	4.546816	4.842584	4.584671	4.706603	4.732206	4.7258	4.849683	4.405052	4.128595	4.348802	4.493523	4.099539	4.4649	4.193951	4.276631	4.154332	4.339196
CCL15 /// CCL15-CCL14	5.249529	4.885341	4.949724	5.961746	6.870854	6.488789	7.069635	5.886249	7.31678	9.818253	8.649378	5.680736	6.356555	6.383348	6.015589	6.040143	6.957347	6.371231	6.824598	6.963891	7.045494	7.538812	7.953791	7.536602	7.293371	6.09193	7.375214	7.893351	7.829913	7.171278	10.02525	9.979323	9.539596	10.080563	8.565577	6.997895	7.76413	6.994261	7.831717	6.301201	6.691836	5.885528	6.120073	6.922361	7.089532	6.746481	6.98183	7.590323	7.444709	7.629768	6.307568	7.031132	7.197332	9.047435	8.931417	9.035601	7.958044	7.848659	7.598689	7.699927	6.768234	6.218918	6.543723	6.306876	6.636823	6.717612	5.922184	6.448766	7.848144	7.062243	6.908872	6.107118	7.727493	7.908692	7.704916	7.560066	7.524979	7.128972	7.583515	6.720788	6.370748	6.614545	6.581833	6.925992	6.611186	6.902615	6.470479	6.405188	6.672561	6.41713	7.152423	7.156157	6.874233	7.251809	7.348516	7.006794	7.250829	8.106234	7.055778	6.993781	7.109887	6.444381	6.382154	8.63921	7.237969	7.533102	7.609584	7.621542	7.40305	7.396907	7.138948	7.628335	7.203156	7.436069	6.954031	6.833581	6.960858	6.678065	6.702406	6.928283	6.480714	7.718832	10.221945	9.243722	8.613889	7.903102	8.274448	7.497721	5.392936	7.267372	8.102045	7.058136	8.927092	8.289978	7.448816	7.163662	7.138524	6.537324	8.146537	7.800478
DISC1 /// TSNAX-DISC1	5.369955	5.787673	4.94979	7.476984	7.832053	6.189772	7.095685	6.752291	5.451747	7.81432	5.213925	6.830285	5.410078	8.043454	7.684331	7.303215	7.863593	8.653819	8.237609	7.726566	8.167206	7.601764	7.904257	6.480552	6.327912	6.719652	5.599473	6.226295	5.919034	5.434782	7.18034	7.58939	7.427669	7.35021	5.443832	5.170111	4.854496	5.553197	5.797291	4.817853	5.218393	4.195364	4.902362	4.785083	5.193221	5.039024	5.364693	5.395032	5.372333	5.326155	5.945357	5.26495	5.017513	5.153473	6.361507	5.73948	5.256248	4.861822	5.275575	5.700863	5.140374	5.848972	5.813687	5.834903	4.918552	4.769981	4.633134	4.883409	5.526909	5.24389	5.47753	5.958748	5.310101	5.360972	4.963788	5.202757	5.432993	5.423337	5.231058	5.432352	5.71846	5.799887	5.630811	5.502357	5.718708	5.304307	4.862798	4.376476	5.333758	5.54164	5.176791	5.213038	4.788315	5.233256	5.191603	5.41543	5.568383	5.493458	5.78488	6.307842	5.567749	5.55098	5.229396	4.942536	5.422064	5.20888	4.891048	5.531416	5.869626	5.75069	5.786761	5.891477	5.916439	6.200089	6.003781	5.713475	5.701518	5.749674	5.33811	5.430892	5.977765	4.773269	6.54489	5.42248	5.824891	8.005867	5.41712	6.275059	5.847928	5.134671	4.98816	5.255846	3.885026	4.803429	4.950364	4.952266	3.88652	4.904959	4.869776	4.486868
KCNJ14	4.993892	4.53292	4.950125	5.011283	4.886902	4.917644	5.007557	4.753212	4.827107	4.840239	4.886473	4.38107	4.934252	4.804234	5.143871	5.030955	5.191975	5.014389	5.019951	4.69499	5.223544	4.857704	4.612691	5.327492	4.87833	4.989897	4.85008	5.251214	5.099532	4.624386	4.973858	4.655541	4.665662	4.840663	4.960221	4.966325	4.981669	4.695184	4.472487	5.016379	5.197734	5.469116	5.196625	5.050641	5.164079	4.843279	5.021901	5.30584	4.869646	4.796844	5.00692	4.914644	4.935298	4.932413	4.877099	4.928433	5.029144	5.033135	5.124988	4.987247	5.015553	5.094667	4.971371	5.502221	4.809188	4.851328	5.87454	4.790142	4.910086	4.954768	5.143251	4.669022	4.928666	4.944097	4.806408	5.450569	5.19031	5.054353	5.407809	5.020006	5.096705	5.091109	5.444502	4.926318	4.718667	4.972351	4.911044	5.357568	5.384799	4.875438	4.870453	5.719756	5.174406	4.806503	5.233239	4.429341	4.559983	4.733178	4.890549	4.785721	4.798061	5.200384	4.818625	4.886124	5.06249	4.688812	4.953249	4.949734	4.689694	4.357233	5.262253	4.918475	5.05688	4.775227	4.599166	4.716665	5.078148	4.74292	5.344577	5.164738	4.585452	4.638459	4.95094	4.890722	5.078528	4.872741	4.870123	5.27094	4.886124	4.575336	4.869221	4.849764	5.13281	4.680616	5.161115	4.810153	5.142844	5.28423	5.038539	4.938512
